id,query_word,word,score,tag1,tag2,tag3,tag4,remove
1,assault,attack,93835,syn,n,NA,NA,0
1,assault,sexual assault,93573,syn,n,NA,NA,0
1,assault,rape,92281,syn,n,NA,NA,0
1,assault,battery,85324,syn,n,NA,NA,0
1,assault,violation,85044,syn,n,NA,NA,0
1,assault,offensive,84266,syn,n,NA,NA,0
1,assault,ravishment,80402,syn,n,NA,NA,0
1,assault,assail,79614,syn,v,NA,NA,0
1,assault,round,79435,syn,n,NA,NA,0
1,assault,snipe,79399,syn,n,NA,NA,0
1,assault,lash out,77922,syn,v,NA,NA,0
1,assault,assault and battery,74527,syn,n,NA,NA,0
1,assault,set on,74527,syn,v,NA,NA,0
1,assault,stabbing,69045,NA,NA,NA,NA,0
1,assault,burglary,68574,NA,NA,NA,NA,0
1,assault,incident,68062,NA,NA,NA,NA,0
1,assault,robbery,67706,NA,NA,NA,NA,0
1,assault,harassment,67452,NA,NA,NA,NA,0
1,assault,invasion,65598,NA,NA,NA,NA,0
1,assault,attacks,65273,NA,NA,NA,NA,0
1,assault,onslaught,65102,NA,NA,NA,NA,0
1,assault,raid,65070,NA,NA,NA,NA,0
1,assault,mugging,64687,NA,NA,NA,NA,0
1,assault,attacking,64224,NA,NA,NA,NA,0
1,assault,abuse,64049,NA,NA,NA,NA,0
1,assault,violence,63833,NA,NA,NA,NA,0
1,assault,incursion,63436,NA,NA,NA,NA,0
1,assault,bombing,63333,NA,NA,NA,NA,0
1,assault,molestation,63220,NA,NA,NA,NA,0
1,assault,siege,62455,NA,NA,NA,NA,0
1,assault,wounding,62223,NA,NA,NA,NA,0
1,assault,firefight,62071,NA,NA,NA,NA,0
1,assault,aggressor,61953,NA,NA,NA,NA,0
1,assault,stab,61724,NA,NA,NA,NA,0
1,assault,aggression,61607,NA,NA,NA,NA,0
1,assault,offense,61050,NA,NA,NA,NA,0
1,assault,breach,61024,NA,NA,NA,NA,0
1,assault,beating,60846,NA,NA,NA,NA,0
1,assault,insult,60786,NA,NA,NA,NA,0
1,assault,affront,60735,NA,NA,NA,NA,0
1,assault,aggressions,60649,NA,NA,NA,NA,0
1,assault,battle,60246,NA,NA,NA,NA,0
1,assault,gunpoint,60011,NA,NA,NA,NA,0
1,assault,storming,59924,NA,NA,NA,NA,0
1,assault,infringement,59860,NA,NA,NA,NA,0
1,assault,encroachment,59806,NA,NA,NA,NA,0
1,assault,strike,59794,NA,NA,NA,NA,0
